I9005B;Condominio cerrado ASAI NORTE 2, Av. Banzer km 8 1/2 entrando por Mainter;Sin Definir;Remanso, Santa Cruz;2022;None;3;160 m2;¡Preguntale!;140 m2;2;U$S 95.500
C81478;Casa en Palma verde lista para mudarse!;Sin Definir;Este, Santa Cruz;2000;3;3;300 m2;¡Preguntale!;154 m2;2;U$S 86.000
SFC922;¡CASA EN VENTA, IDEAL PARA OFICINA O NEGOCIO!;Buen estado;Calle Horacio Ríos y Av. Suarez Arana, entre 1er y 2do Anillo. , Centro, Santa Cruz;¡Preguntale!;5;3;165.410 m2;2;273 m2;2;U$S 170.000
P6D0DA;Sequoia Aranjuez;Excelente estado;Aranjuez, La Paz;2013;4;3;531 m2;2;450 m2;3;U$S 490.000
IC48A2;Calle Ballivian 536;Sin Definir;Centro, Santa Cruz;2011;5;3;¡Preguntale!;3;672 m2;¡Preguntale!;U$S 355.000
M3C6F0;Hermosa casa en Urbanización Kaoba zona norte, a estrenar;A estrenar;Remanso, Santa Cruz;2021;4;3;170 m2;2;166 m2;2;U$S 95.000
None;Hermosa casa en Urbanización Kaoba zona norte, a estrenar;None;None;2021;None;None;None;None;None;None;None
ZA5679;Av Pirai / 5to anillo vendo amplia casa en condominio cerrado;A estrenar;5to anillo y av pirai, Oeste, Santa Cruz;¡Preguntale!;4;3;273 m2;1;168 m2;2;U$S 112.000
Y504AE;COMODA CASA EN VENTA 5TO ANILLO PIRAI;Excelente estado;PIRAI 5TO ANILLO, Oeste, Santa Cruz;2016;3;3;217 m2;2;180 m2;3;U$S 192.000
P49557;CASA TIPO TOWN HOUSE EN VENTA;Excelente estado;Entre San Martín y Canal Isuto – Villa Brígida, Norte, Santa Cruz;2019;3;3;165 m2;2;300 m2;2;U$S 219.000
QA32FA;Casa en venta, sobre avenida, zona norte.;Excelente estado;6to anillo entre av. alemana y av. 2 de agosto. , Norte, Santa Cruz;¡Preguntale!;5;3;560 m2;2;632 m2;3;U$S 410.000
S7F6E9;Condominio Natural Village casas en preventa zona norte.;A estrenar;Km 8 1/2 Entrando por Mainter., Norte, Santa Cruz;2022;3;3;185 m2;2;140 m2;1;U$S 77.000
I23576;Espectacular y bella casa en venta Las Palmas.;Excelente estado;Las Palmas Calle Barcelona, Oeste, Santa Cruz;2010;5;3;600 m2;2;594 m2;3;U$S 780.000
IF05DE;Casa en venta zona norte Remanso III Noveno Anillo.;A estrenar;9no anillo, Norte, Santa Cruz;2022;3;3;150 m2;2;145 m2;2;U$S 116.000
U73534;VIRGEN DE COTOCA- URBANIZACION EL MUNDO;A estrenar;Urbanizacion el mundo , Oeste, Santa Cruz;2022;4;3;160 m2;1;133 m2;¡Preguntale!;U$S 89.500
QB041C;CASA PIRAI 6TO ANILLO;Excelente estado;pirai, Oeste, Santa Cruz;2018;3;3;195 m2;1;155 m2;2;U$S 135.000
OF243F;CASA DE LUJO AL NORTE;Buen estado;4to anillo, Norte, Santa Cruz;2012;4;3;480 m2;2;600 m2;2;U$S 580.000
Z31811;Norte km 8½ Condominio Cerrado;A estrenar;Km 8½ norte, Remanso, Santa Cruz;2022;4;3;160 m2;2;176 m2;2;U$S 119.000
X750DB;Casas en Pre-Venta en "CONDOMINIO URUBÓ NORD";A estrenar;Urubo, Urubó, Santa Cruz;2022;3;3;210 m2;2;153 m2;2;U$S 145.000
R36C31;CASA EN VENTA EN COLINAS DEL URUBO SECTOR 2;Excelente estado;URUBO, Urubó, Santa Cruz;2015;5;3;1.595 m2;2;802 m2;3;U$S 1.200.000
X4648C;CASAS EN VENTA ZONA ESTE EN CONDOMINIO;A estrenar;Este, Santa Cruz;2022;None;3;182 m2;2;130 m2;2;U$S 80.000
IFA4C4;CASA EN VENTA B/ LAS PALMAS. Próximo al Col. Americano;Excelente estado;Las Palmas, Oeste, Santa Cruz;2002;4;3;596 m2;2;600 m2;2;U$S 600.000
TCAE78;Tu Casa c/DISEÑO INTERIOR : Linda! PRE-VENTA $ 135,300;En construcción;Km 8½ norte, Remanso, Santa Cruz;2022;3;3;160 m2;2;180 m2;2;Consultar
HF3957;CASA EN VENTA EN CONDOMINIO LA FONTANA LA RIVIERA 1;Buen estado;Norte, Santa Cruz;2015;3;2;266 m2;1;86 m2;2;U$S 87.000
MDAB02;EN CONDOMINIO NORTE;Buen estado;CONDOMINIO POLO COUNTRY CLUB , Norte, Santa Cruz;2000;3;3;1.050 m2;1;264 m2;3;U$S 155.000
O6731D;CASA EN VENTA ZONA SUR, 2do ANILLO STOS DUMONT;Buen estado;Sur, Santa Cruz;2005;4;3;350 m2;2;287 m2;2;U$S 280.000
XACD82;Casa de lujo 4 dormitorios en suite Barrio Norte;Excelente estado;4to anillo y avenida Cristo Redentor, Norte, Santa Cruz;2.014;5;3;486 m2;2;453 m2;3;U$S 690.000
CE107F;CASA DE LUJO EN EL URUBÓ- CONDOMINIO CERRADO;Excelente estado;Santa Cruz la vieja, Urubó, Santa Cruz;2022;4;3;450 m2;2;450 m2;3;U$S 410.000
T7E9DB;A ESTRENAR Z-NORTE;A estrenar;8VO ANILLO AV BENI , Norte, Santa Cruz;¡Preguntale!;4;3;210 m2;2;250 m2;3;U$S 125.000
H176E7;EDIFICIO EN VENTA - RENTABILIDAD ANUAL 9%;A estrenar;6TO Y 7MO SANTOS DUMONT , Sur, Santa Cruz;2022;5;3;252 m2;3;390 m2;3;U$S 275.000
P28083;CASA EN VENTA EN ZONA SUR, BARRIO EL TAJIBO;Excelente estado;Sur, Santa Cruz;2018;4;3;290 m2;2;360 m2;2;U$S 128.000
J12D86;CASA EN VENTA ZONA SUR;Requiere mantenimiento;Sur, Santa Cruz;1990;5;2;420 m2;1;242 m2;2;U$S 99.000
XA9AF1;HERMOSA Y AMPLIA CASA EN ZONA NORTE;Excelente estado;4to anillo y avenida Cristo Redentor, Norte, Santa Cruz;2010;4;3;480 m2;2;560 m2;3;U$S 560.000
B343EE;CASA EN VENTA ZONA NORTE;A estrenar;Norte, Santa Cruz;2023;3;2;180 m2;2;120 m2;2;U$S 87.500
U11A94;hermosa casa en venta;A estrenar;7mo anillo, Norte, Santa Cruz;2021;3;2;180 m2;2;160 m2;2;U$S 89.000
P2FE80;Casa en venta zona norte 4to anillo;Excelente estado;4to anillo, Norte, Santa Cruz;2020;5;3;494 m2;2;537 m2;3;U$S 620.000
KF63E6;CASA EN VENTA AV. BENI ENTRE 8VO Y 9NO ANILLO;Excelente estado;Entre 9avo y 9no anillo, Norte, Santa Cruz;2019;3;3;210 m2;2;174 m2;2;U$S 95.000
UD2D0A;CASA EN VENTA EN ZONA NORTE;A estrenar;Remanso, Santa Cruz;2023;3;3;210 m2;2;143 m2;2;U$S 120.000
WEEF2D;Casa en Barrio Las Palmas en venta.;Excelente estado;Barrio Las Palmas, Oeste, Santa Cruz;2021;5;3;315 m2;2;390 m2;2;U$S 269.800
K37F31;LA HACIENDA DEL URUBO;Buen estado;LA HACIENDA DEL URUBO , Urubó, Santa Cruz;¡Preguntale!;4;3;790 m2;1;384 m2;3;U$S 495.000
MC2921;Hermosa casa en venta en Barrio Urbarí – Sobre Alameda;Excelente estado;Urbari, Urbari, Santa Cruz;2019;4;3;453 m2;2;450 m2;3;U$S 359.000
N4B08C;Casa en venta zona oeste;Buen estado;Barrio Santa Rosita zona oeste, Oeste, Santa Cruz;1994;4;3;434 m2;1;290 m2;1;U$S 225.000
J24C42;VENTA CASA 2 PLANTAS - ZONA OESTE;Excelente estado;DOBLE VIA, Doble via la guardia, Santa Cruz;2009;4;3;151 m2;2;185 m2;2;U$S 125.000
WDB126;PRE VENTAS CASAS EN COND. DOBLE VIA LA GUARDIA;En construcción;8vo anillo doble via la guardia, Doble via la guardia, Santa Cruz;2023;3;3;150 m2;2;135 m2;2;U$S 106.000
F79FBE;G77- CASA EN VENTA;Buen estado;G77, Norte, Santa Cruz;2019;3;3;220 m2;2;150 m2;2;U$S 100.000
EE8C26;CASAS EN VENTA ZONA NORTE;A estrenar;Norte, Santa Cruz;2022;3;3;180 m2;2;120 m2;2;U$S 87.500
EB2BAB;CASA EN CONDOMINIO - BANZER;Buen estado;AV. BANZER SEXTO ANILLO, Norte, Santa Cruz;¡Preguntale!;3;3;200 m2;2;180 m2;2;U$S 160.000
U3CE7D;B. COLORADA 4TO ANILLO;Buen estado;4to anillo B. COLORADA- Radial 13 , Sur, Santa Cruz;2006;4;1;242 m2;1;120 m2;2;U$S 85.000
L75266;COLINAS SECTOR PARAISO;Excelente estado;URUBO COLINAS SECTOR PARAISO , Urubó, Santa Cruz;¡Preguntale!;5;3;2.085 m2;2;850 m2;3;U$S 1.200.000
EFC73D;CASA EN VENTA ZONA NORTE, REMANSO 2;Excelente estado;Remanso, Santa Cruz;2010;3;3;210 m2;2;186 m2;2;U$S 120.000
R7FEAD;CASA EN VENTA EN EQUIPETROL;Excelente estado;equipetrol , Equipetrol, Santa Cruz;2005;3;3;340 m2;2;360 m2;2;U$S 348.000
