I9005B;Condominio cerrado ASAI NORTE 2, Av. Banzer km 8 1/2 entrando por Mainter;Sin Definir;Remanso, Santa Cruz;2022;None;3;160 m2;¡Preguntale!;140 m2;2;U$S 95.500
C81478;Casa en Palma verde lista para mudarse!;Sin Definir;Este, Santa Cruz;2000;3;3;300 m2;¡Preguntale!;154 m2;2;U$S 86.000
SFC922;¡CASA EN VENTA, IDEAL PARA OFICINA O NEGOCIO!;Buen estado;Calle Horacio Ríos y Av. Suarez Arana, entre 1er y 2do Anillo. , Centro, Santa Cruz;¡Preguntale!;5;3;165.410 m2;2;273 m2;2;U$S 170.000
P6D0DA;Sequoia Aranjuez;Excelente estado;Aranjuez, La Paz;2013;4;3;531 m2;2;450 m2;3;U$S 490.000
IC48A2;Calle Ballivian 536;Sin Definir;Centro, Santa Cruz;2011;5;3;¡Preguntale!;3;672 m2;¡Preguntale!;U$S 355.000
M3C6F0;Hermosa casa en Urbanización Kaoba zona norte, a estrenar;A estrenar;Remanso, Santa Cruz;2021;4;3;170 m2;2;166 m2;2;U$S 95.000
None;Hermosa casa en Urbanización Kaoba zona norte, a estrenar;None;None;2021;None;None;None;None;None;None;None
ZA5679;Av Pirai / 5to anillo vendo amplia casa en condominio cerrado;A estrenar;5to anillo y av pirai, Oeste, Santa Cruz;¡Preguntale!;4;3;273 m2;1;168 m2;2;U$S 112.000
Y504AE;COMODA CASA EN VENTA 5TO ANILLO PIRAI;Excelente estado;PIRAI 5TO ANILLO, Oeste, Santa Cruz;2016;3;3;217 m2;2;180 m2;3;U$S 192.000
P49557;CASA TIPO TOWN HOUSE EN VENTA;Excelente estado;Entre San Martín y Canal Isuto – Villa Brígida, Norte, Santa Cruz;2019;3;3;165 m2;2;300 m2;2;U$S 219.000
QA32FA;Casa en venta, sobre avenida, zona norte.;Excelente estado;6to anillo entre av. alemana y av. 2 de agosto. , Norte, Santa Cruz;¡Preguntale!;5;3;560 m2;2;632 m2;3;U$S 410.000
S7F6E9;Condominio Natural Village casas en preventa zona norte.;A estrenar;Km 8 1/2 Entrando por Mainter., Norte, Santa Cruz;2022;3;3;185 m2;2;140 m2;1;U$S 77.000
I23576;Espectacular y bella casa en venta Las Palmas.;Excelente estado;Las Palmas Calle Barcelona, Oeste, Santa Cruz;2010;5;3;600 m2;2;594 m2;3;U$S 780.000
IF05DE;Casa en venta zona norte Remanso III Noveno Anillo.;A estrenar;9no anillo, Norte, Santa Cruz;2022;3;3;150 m2;2;145 m2;2;U$S 116.000
U73534;VIRGEN DE COTOCA- URBANIZACION EL MUNDO;A estrenar;Urbanizacion el mundo , Oeste, Santa Cruz;2022;4;3;160 m2;1;133 m2;¡Preguntale!;U$S 89.500
QB041C;CASA PIRAI 6TO ANILLO;Excelente estado;pirai, Oeste, Santa Cruz;2018;3;3;195 m2;1;155 m2;2;U$S 135.000
OF243F;CASA DE LUJO AL NORTE;Buen estado;4to anillo, Norte, Santa Cruz;2012;4;3;480 m2;2;600 m2;2;U$S 580.000
Z31811;Norte km 8½ Condominio Cerrado;A estrenar;Km 8½ norte, Remanso, Santa Cruz;2022;4;3;160 m2;2;176 m2;2;U$S 119.000
X750DB;Casas en Pre-Venta en "CONDOMINIO URUBÓ NORD";A estrenar;Urubo, Urubó, Santa Cruz;2022;3;3;210 m2;2;153 m2;2;U$S 145.000
R36C31;CASA EN VENTA EN COLINAS DEL URUBO SECTOR 2;Excelente estado;URUBO, Urubó, Santa Cruz;2015;5;3;1.595 m2;2;802 m2;3;U$S 1.200.000
X4648C;CASAS EN VENTA ZONA ESTE EN CONDOMINIO;A estrenar;Este, Santa Cruz;2022;None;3;182 m2;2;130 m2;2;U$S 80.000
IFA4C4;CASA EN VENTA B/ LAS PALMAS. Próximo al Col. Americano;Excelente estado;Las Palmas, Oeste, Santa Cruz;2002;4;3;596 m2;2;600 m2;2;U$S 600.000
TCAE78;Tu Casa c/DISEÑO INTERIOR : Linda! PRE-VENTA $ 135,300;En construcción;Km 8½ norte, Remanso, Santa Cruz;2022;3;3;160 m2;2;180 m2;2;Consultar
HF3957;CASA EN VENTA EN CONDOMINIO LA FONTANA LA RIVIERA 1;Buen estado;Norte, Santa Cruz;2015;3;2;266 m2;1;86 m2;2;U$S 87.000
MDAB02;EN CONDOMINIO NORTE;Buen estado;CONDOMINIO POLO COUNTRY CLUB , Norte, Santa Cruz;2000;3;3;1.050 m2;1;264 m2;3;U$S 155.000
O6731D;CASA EN VENTA ZONA SUR, 2do ANILLO STOS DUMONT;Buen estado;Sur, Santa Cruz;2005;4;3;350 m2;2;287 m2;2;U$S 280.000
XACD82;Casa de lujo 4 dormitorios en suite Barrio Norte;Excelente estado;4to anillo y avenida Cristo Redentor, Norte, Santa Cruz;2.014;5;3;486 m2;2;453 m2;3;U$S 690.000
CE107F;CASA DE LUJO EN EL URUBÓ- CONDOMINIO CERRADO;Excelente estado;Santa Cruz la vieja, Urubó, Santa Cruz;2022;4;3;450 m2;2;450 m2;3;U$S 410.000
T7E9DB;A ESTRENAR Z-NORTE;A estrenar;8VO ANILLO AV BENI , Norte, Santa Cruz;¡Preguntale!;4;3;210 m2;2;250 m2;3;U$S 125.000
H176E7;EDIFICIO EN VENTA - RENTABILIDAD ANUAL 9%;A estrenar;6TO Y 7MO SANTOS DUMONT , Sur, Santa Cruz;2022;5;3;252 m2;3;390 m2;3;U$S 275.000
P28083;CASA EN VENTA EN ZONA SUR, BARRIO EL TAJIBO;Excelente estado;Sur, Santa Cruz;2018;4;3;290 m2;2;360 m2;2;U$S 128.000
J12D86;CASA EN VENTA ZONA SUR;Requiere mantenimiento;Sur, Santa Cruz;1990;5;2;420 m2;1;242 m2;2;U$S 99.000
XA9AF1;HERMOSA Y AMPLIA CASA EN ZONA NORTE;Excelente estado;4to anillo y avenida Cristo Redentor, Norte, Santa Cruz;2010;4;3;480 m2;2;560 m2;3;U$S 560.000
B343EE;CASA EN VENTA ZONA NORTE;A estrenar;Norte, Santa Cruz;2023;3;2;180 m2;2;120 m2;2;U$S 87.500
U11A94;hermosa casa en venta;A estrenar;7mo anillo, Norte, Santa Cruz;2021;3;2;180 m2;2;160 m2;2;U$S 89.000
P2FE80;Casa en venta zona norte 4to anillo;Excelente estado;4to anillo, Norte, Santa Cruz;2020;5;3;494 m2;2;537 m2;3;U$S 620.000
KF63E6;CASA EN VENTA AV. BENI ENTRE 8VO Y 9NO ANILLO;Excelente estado;Entre 9avo y 9no anillo, Norte, Santa Cruz;2019;3;3;210 m2;2;174 m2;2;U$S 95.000
UD2D0A;CASA EN VENTA EN ZONA NORTE;A estrenar;Remanso, Santa Cruz;2023;3;3;210 m2;2;143 m2;2;U$S 120.000
WEEF2D;Casa en Barrio Las Palmas en venta.;Excelente estado;Barrio Las Palmas, Oeste, Santa Cruz;2021;5;3;315 m2;2;390 m2;2;U$S 269.800
K37F31;LA HACIENDA DEL URUBO;Buen estado;LA HACIENDA DEL URUBO , Urubó, Santa Cruz;¡Preguntale!;4;3;790 m2;1;384 m2;3;U$S 495.000
MC2921;Hermosa casa en venta en Barrio Urbarí – Sobre Alameda;Excelente estado;Urbari, Urbari, Santa Cruz;2019;4;3;453 m2;2;450 m2;3;U$S 359.000
N4B08C;Casa en venta zona oeste;Buen estado;Barrio Santa Rosita zona oeste, Oeste, Santa Cruz;1994;4;3;434 m2;1;290 m2;1;U$S 225.000
J24C42;VENTA CASA 2 PLANTAS - ZONA OESTE;Excelente estado;DOBLE VIA, Doble via la guardia, Santa Cruz;2009;4;3;151 m2;2;185 m2;2;U$S 125.000
WDB126;PRE VENTAS CASAS EN COND. DOBLE VIA LA GUARDIA;En construcción;8vo anillo doble via la guardia, Doble via la guardia, Santa Cruz;2023;3;3;150 m2;2;135 m2;2;U$S 106.000
F79FBE;G77- CASA EN VENTA;Buen estado;G77, Norte, Santa Cruz;2019;3;3;220 m2;2;150 m2;2;U$S 100.000
EE8C26;CASAS EN VENTA ZONA NORTE;A estrenar;Norte, Santa Cruz;2022;3;3;180 m2;2;120 m2;2;U$S 87.500
EB2BAB;CASA EN CONDOMINIO - BANZER;Buen estado;AV. BANZER SEXTO ANILLO, Norte, Santa Cruz;¡Preguntale!;3;3;200 m2;2;180 m2;2;U$S 160.000
U3CE7D;B. COLORADA 4TO ANILLO;Buen estado;4to anillo B. COLORADA- Radial 13 , Sur, Santa Cruz;2006;4;1;242 m2;1;120 m2;2;U$S 85.000
L75266;COLINAS SECTOR PARAISO;Excelente estado;URUBO COLINAS SECTOR PARAISO , Urubó, Santa Cruz;¡Preguntale!;5;3;2.085 m2;2;850 m2;3;U$S 1.200.000
EFC73D;CASA EN VENTA ZONA NORTE, REMANSO 2;Excelente estado;Remanso, Santa Cruz;2010;3;3;210 m2;2;186 m2;2;U$S 120.000
R7FEAD;CASA EN VENTA EN EQUIPETROL;Excelente estado;equipetrol , Equipetrol, Santa Cruz;2005;3;3;340 m2;2;360 m2;2;U$S 348.000
L94945;CASA EN DOBLE VIA A LA GUARDIA KM14;A estrenar;La Guardia, La Guardia;2020;3;2;2 m2;1;110 m2;2;U$S 53.000
O89CC3;HERMOSA CASA A ESTRENAR EN ZONA NORTE REMANSO.;A estrenar;Remanso, Norte, Santa Cruz;2022;3;2;200 m2;1;106 m2;2;U$S 69.900
D1DBE2;Casa en venta avenida Alemana 7mo anillo;Excelente estado;Av. Alemana, 7mo. Anillo, Norte, Santa Cruz;2015;3;3;225 m2;2;212 m2;2;U$S 130.000
V225F7;CASA EN VENTA CONDOMINIO LE PARC AV. RADIAL 26 ENTRE 5TO Y 6TO ANILLO;A estrenar;Radial 26 entre 5to y 6to anillo, Norte, Santa Cruz;2021;4;3;300 m2;2;275 m2;2;U$S 230.000
J6356C;URUBO-COLINAS LA CAÑADA;Excelente estado;CONDOMINIO LA CAÑADA, Urubó, Santa Cruz;2018;4;3;750 m2;2;400 m2;3;U$S 430.000
SECD16;CONDOMINIO COLINAS DEL URUBO SECTOR 1;Excelente estado;COLINAS SECTOR 1, Urubó, Santa Cruz;2014;3;3;750 m2;2;590 m2;3;U$S 650.000
Y9093D;Zona Norte, Casa de 4 Dorm en Venta;A estrenar;Remanso, Santa Cruz;2022;4;3;160 m2;2;196 m2;2;U$S 123.000
VCF357;CURUPAU NORTE- CASAS EN VENTA;A estrenar;Av. alemana pasado el 8vo. anillo , Norte, Santa Cruz;2022;3;3;180 m2;1;95 m2;2;U$S 78.000
FFB61A;Casa en venta en Urbanización San Rafael Norte;Excelente estado;7mo anillo Canal Pedro Velez, Norte, Santa Cruz;2021;3;3;167 m2;2;167 m2;2;U$S 110.000
DB6EA5;ALEMANA Y AV. CLARACUTA 8vo. ANILLO- CASA EN VENTA;A estrenar;8vo. anillo entre av. Alemana y av. Claracuta , Norte, Santa Cruz;2022;3;3;190 m2;2;155 m2;2;U$S 104.000
F115E4;Hermosa Casa en Venta (Condominio Múnich);Excelente estado;Avenida Beni 8avo anillo, Norte, Santa Cruz;2019;None;3;248 m2;1;337 m2;2;U$S 265.000
I9853A;OPORTUNIDAD DE INVERSIÓN A PRECIO DE TERRENO Equipetrol Av. San Martin;Excelente estado;Equipetrol Avenida San Martin, Equipetrol, Santa Cruz;2014;4;3;314 m2;2;250 m2;1;U$S 345.000
V2721C;Casa de Lujo en PreVenta en exclusivo Condominio Rio Sierra Urubo;A estrenar;Rio Sierra Urubo, Urubó, Santa Cruz;2023;3;3;1.200 m2;3;540 m2;3;U$S 642.200
V7F7BD;CASA EN VENTA EN CONDOMINIO ZONA NORTE.;Excelente estado;km 10, Norte, Santa Cruz;2018;3;3;195 m2;1;170 m2;2;U$S 119.000
D4973F;CASA EN VENTA IDEAL PARA NEGOCIO CON TIENDAS;Excelente estado;AV. ALEMANA Y MUTUALISTA, Norte, Santa Cruz;2012;3;3;158 m2;2;198 m2;2;U$S 175.000
P9EB0C;Hermosa casa en venta Barrio Urbarí.;Excelente estado;Urbarí Avenida Barrientos, Urbari, Santa Cruz;2010;3;3;700 m2;2;404 m2;2;U$S 450.000
V1936A;Hermosa casa en venta en Jardines del Urubo II;Excelente estado;Jardines del Urubo II, Urubó, Santa Cruz;2020;3;3;268 m2;2;250 m2;2;U$S 195.000
VACF57;Hermosas casas en venta Condominio Colonial Norte I;A estrenar;Km 10, Norte, Santa Cruz;2022;3;3;145 m2;2;148 m2;2;U$S 95.000
Q5A692;CASA EN VENTA ZONA NORTE AV. ALEMANA;Excelente estado;7mo. Y 8vo. ANILLO, Norte, Santa Cruz;2015;3;3;216 m2;2;233 m2;2;U$S 220.000
U571AE;Casa en venta zona norte Condominio Terranova;Excelente estado;7mo anillo, Norte, Santa Cruz;2018;3;3;250 m2;2;170 m2;2;U$S 150.000
Q25F56;HERMOSA CASA COMERCIAL EN VENTA.;Excelente estado;Av. Doble vía a la Guardia Entre 6to y 7mo anillo, Oeste, Santa Cruz;2010;5;3;2.189 m2;2;1.140 m2;3;U$S 1.290.000
AE8AFD;CASA EN VENTA LADO CONDOMINIO BUGANVILLAS.;Excelente estado;3er. y 4to. anillo, Zona Roca y Coronado2, Oeste, Santa Cruz;2015;3;3;181 m2;2;165 m2;1;U$S 210.000
OD8293;CASA EN VENTA Y/O ALQUILER CONDOMINIO "LAS PALMERAS";Excelente estado;4to y 5to ANILLO ENTRE RADIALES 26 Y 27, Norte, Santa Cruz;2015;3;3;202 m2;2;198 m2;2;U$S 169.800
G1A764;Casa fuera de Condominio Zona Norte, 6to Anillo Av. Pedro Vélez;Excelente estado;6to Anillo Av. Pedro Vélez, Norte, Santa Cruz;2020;5;3;720 m2;2;660 m2;3;U$S 460.000
C422FB;HERMOSA CASA EN SEVILLA LAS TERRAZAS;Excelente estado;Km 10, Norte, Santa Cruz;2010;3;1;197 m2;1;95 m2;1;U$S 87.000
A9BC7A;Casa en venta en Urbanización Valle Azul (Avenida Banzer 7mo anillo);Excelente estado;Avenida Cristo Redentor 7mo anillo, Norte, Santa Cruz;2009;4;3;312 m2;2;356 m2;3;U$S 228.000
ED716D;En Venta Casa Comercial de 4 dormitorios sobre avenida;Excelente estado;Av. Radial 13 entre 5to y 6to Anillo, Sur, Santa Cruz;1997;4;3;353 m2;1;373 m2;3;U$S 230.000
NC1781;EN PLENA ESQUINA CASA EN VENTA.HAMACAS Z/NORTE;Excelente estado;Barrio Hamacas Calle Rurrenabaque esq. Calle Rio Forus, Norte, Santa Cruz;2.017;4;3;445 m2;2;530 m2;3;U$S 470.000
R79891;CONDOMINIO JOINVILLE 8vo Anillo Av. Beni;A estrenar;8avo anillo Beni, Norte, Santa Cruz;2022;4;3;225 m2;2;206 m2;3;U$S 155.900
YC9300;En venta casa en Las Palmas;Excelente estado;Las Palmas calle Tobite, Oeste, Santa Cruz;2002;5;3;1.053 m2;2;606 m2;3;U$S 725.000
WFD2D7;Norte! Cerca de todo! CONDOMINIO FLORENCIA;Excelente estado;Condominio Florencia UV 69 , Norte, Santa Cruz;2015;3;3;436 m2;2;295 m2;3;U$S 285.000
YDD870;Hermosa Casa en Venta en Colinas del Urubo Sector 2;Excelente estado;Colinas del Urubo Sector 2, Urubó, Santa Cruz;2017;5;3;1.541 m2;1;900 m2;3;U$S 995.000
M1FC6F;CASA DE LUJO EN VENTA av. Las Américas esq. Andrés Manso;Excelente estado;Av. Las Américas esq. Andrés Manso, Sur, Santa Cruz;2002;5;3;970 m2;2;700 m2;3;U$S 1.050.000
OCAE61;CASA EN VENTA - ZONA NORTE-BARCELÓ KM 9;Excelente estado;Km 9, Norte, Santa Cruz;¡Preguntale!;4;3;300 m2;2;220 m2;3;U$S 190.000
J4DD1E;Encantadora casa Condominio Barrio Norte en Venta/Alquiler;Excelente estado;4to anillo y avenida Cristo Redentor, Norte, Santa Cruz;2019;4;3;417 m2;2;578 m2;3;U$S 580.000
IC9AC4;PRE-VENTA / ZONA NORTE: Casas de 4 Dormitorios;A estrenar;Av. Banzer km 8 ½, Norte, Santa Cruz;¡Preguntale!;4;3;253 m2;2;190 m2;2;U$S 100.500
U7BB7F;Casa en Venta Barrio El Remanso, Zona Norte;Excelente estado;Remanso, Norte, Santa Cruz;2019;3;3;300 m2;2;278 m2;2;U$S 185.000
S9488E;Linda casa en venta en Rio Sierra Urubo;Excelente estado;Rio Sierra Urubo, Urubó, Santa Cruz;2020;3;3;625 m2;2;400 m2;3;U$S 390.000
K990D8;CASA EN VENTA CONDOMINIO LE PARC COSTANERA CLUB;A estrenar;AV. RADIAL 26 ENTRE 5to. Y 6to. ANILLO, Norte, Santa Cruz;2021;4;3;417 m2;2;422 m2;3;U$S 395.000
P8CFB0;HERMOSA CASA EN COLINAS 2 - URUBÓ;Excelente estado;Colinas Urubo 2, Urubó, Santa Cruz;2021;4;3;1.538 m2;1;620 m2;3;U$S 890.000
Z8F877;HERMOSA CASA EN VENTA COLINAS URUBO II;Excelente estado;Colinas Urubo II, Urubó, Santa Cruz;2018;4;3;1.507 m2;2;500 m2;3;U$S 790.000
J75A52;Casa en condominio Río Sierra Urubo;A estrenar;Condominio Rio Sierra, Urubó, Santa Cruz;2021;3;3;686 m2;2;353 m2;2;U$S 348.000
T7CA1E;CASA DE LUJO EN VENTA EN EQUIPETROL NORTE.;Excelente estado;Equipetrol Norte, Norte, Santa Cruz;2020;4;3;304 m2;1;210 m2;3;U$S 310.000
UC8781;VENTA CASA NORTE - 3 DORM EN SUITE;Excelente estado;AV. BENI Y 5TO ANILLO, Norte, Santa Cruz;2018;3;3;309 m2;2;320 m2;2;U$S 338.000
O2FA9F;CASA DE LUJO EN EL URUBÓ "Condominio Danta Cruz lanvieja";Excelente estado;Condominio Santa Cruz la Vieja , Urubó, Santa Cruz;2022;4;3;554 m2;2;500 m2;3;U$S 410.000
SC6FB2;MONOAMBIENTE AMOBLADO EQUIPETROL;A estrenar;SAN MARTIN 3ER ANILLO EXTERNO C.AZUCENAS, Equipetrol, Santa Cruz;2021;¡Preguntale!;1;41 m2;3;41 m2;¡Preguntale!;U$S 52.000
T20401;LUJOSA CASA COND. RIO SIERRA - URUBO;Excelente estado;condominio Rio sierra , Urubó, Santa Cruz;2020;4;3;625 m2;2;400 m2;3;U$S 390.000
F8919D;Zona norte Casa en Venta (Asai);A estrenar;Zona Norte km 8½ Banzer (Zona Col. Cambridge), Remanso, Santa Cruz;2022;3;3;160 m2;2;162 m2;2;U$S 112.900
NF7B17;hermosa casa en Urubo;Excelente estado;urubo, Urubó, Santa Cruz;2019;5;3;1.500 m2;2;900 m2;3;U$S 990.000
J948B4;8vo anillo alemana;Buen estado;8vo anillo Av. Alemana , Norte, Santa Cruz;¡Preguntale!;3;3;360 m2;1;120 m2;3;U$S 120.000
GE8E3B;CASA EN VENTA - BARRIO URBARI;Excelente estado;ARUMA, Urbari, Santa Cruz;¡Preguntale!;3;3;548 m2;1;272 m2;3;U$S 390.000
Y5E169;OFERTA 4TO ANILLO Z-NORTE COND EL BOSQUE;Excelente estado;SOBRE RADIAL 26 , 4TO Y 5TO ANILLO , Norte, Santa Cruz;2008;3;3;288 m2;1;130 m2;2;U$S 159.000
A0FA1C;hermosa casa a estrenar Hacienda del urubo;En construcción;urubo, Urubó, Santa Cruz;2022;4;3;771 m2;1;535 m2;3;U$S 690.000
S95FD3;Casa en Condominio (Zona Norte km 8½) Hermosas áreas sociales;A estrenar;Km 8½ Zona Norte, Remanso, Santa Cruz;2022;3;3;160 m2;2;161 m2;2;U$S 112.900
FAD930;COND. JARDINES DEL URUBO II;Excelente estado;CONDOMINIO JARDINES DEL URUBO II, Urubó, Santa Cruz;2016;3;3;269 m2;1;180 m2;2;U$S 220.000
UE2A85;PLATINIUM II - 2DORM PISO 10;A estrenar;4TO ANILLO SAN MARTIN , Equipetrol, Santa Cruz;2020;2;1;73 m2;3;73 m2;1;U$S 98.750
Y24B49;CASA EN VENTA - BARRIO LAS PALMAS;Buen estado;Las palmas, Santa Cruz;¡Preguntale!;3;3;240 m2;1;223 m2;2;U$S 245.000
Q8A79F;CASA DE LUJO EN EL URUBÓ- CONDOMINIO CERRADO;A estrenar;URUBÓ "Urbanización cerrada Santa Cruz la vieja", Urubó, Santa Cruz;2022;3;3;453 m2;2;374 m2;3;U$S 359.000
Z84776;Linda Casa al norte;A estrenar;banzer, Norte, Santa Cruz;2021;3;3;182 m2;2;290 m2;2;U$S 170.000
N54532;CASA OESTE;A estrenar;6to anillo, Oeste, Santa Cruz;2017;3;3;170 m2;2;134 m2;2;U$S 124.000
F57EE0;CASA EN VENTA - REMANSO;Excelente estado;REMANSO - AV. BANZER, Norte, Santa Cruz;¡Preguntale!;4;3;420 m2;2;260 m2;3;U$S 190.000
S48132;URUBO LA CAÑADA;Buen estado;URUBO LA CAÑADA, Urubó, Santa Cruz;2020;4;3;750 m2;2;450 m2;3;U$S 450.000
TB1922;COLINAS DEL URUBO SECTOR LA CAÑADA;Buen estado;COND. LA CAÑADA , Urubó, Santa Cruz;2020;4;3;750 m2;1;400 m2;3;U$S 450.000
HD3B7B;Pre Venta HERMOSA CASA ( Urubó);En construcción;Condominio Santa Cruz la Vieja , Urubó, Santa Cruz;2022;3;3;453 m2;2;378 m2;3;U$S 339.000
U5C884;hermosa casa en venta;Buen estado;Beni 2do anillo, Norte, Santa Cruz;2014;5;3;605 m2;2;615 m2;3;U$S 450.000
5AC75;HERMOSA CASA NORTE;Excelente estado;KM 11 NORTE, Norte, Santa Cruz;2012;5;3;1.100 m2;2;517 m2;2;U$S 280.000
B63376;CASA EN VENTA - URUBO;Excelente estado;URUBO , Urubó, Santa Cruz;2012;4;3;690 m2;3;270 m2;3;U$S 267.000
T31B9B;Hermosa y Amplia Casa en Venta ZONA Canal Isuto;Reciclada;CANAL ISUTO 4to. Anillo Villa Brigida , Norte, Santa Cruz;2015;3;3;400 m2;2;350 m2;3;U$S 320.000
T95C17;Virgen de Cotoca 4to. Anillo CASA EN VENTA;Buen estado;Av. Virgen de Cotoca 4to Anillo, Este, Santa Cruz;2000;5;3;300 m2;2;452 m2;3;U$S 370.000
74AF1;CHALET EN LAS PALMITAS;Buen estado;B/LAS PALMITAS, Sur, Santa Cruz;¡Preguntale!;3;2;300 m2;1;120 m2;1;U$S 86.000
18520;CHALET EN ZONA DOBLE VIA A LA GUARDIA. MODERNO;A estrenar;Radial 17 Y 1/2, Doble via la guardia, Santa Cruz;2019;3;2;280 m2;1;120 m2;2;U$S 79.000
4D441;CASA EN CONDOMINIOO EN ZONA SUR;A estrenar;6to y 7mo sur, Sur, Santa Cruz;2018;4;3;300 m2;2;200 m2;3;U$S 96.000
5F09C;CASAS CHALETS A ESTRENAR;A estrenar;AV MONTECRISTO 9NO ANILLO, Este, Santa Cruz;2019;3;2;300 m2;1;85 m2;1;U$S 63.500
05697;CASA DENTRO DE CONDOMINIO;A estrenar;7MO ANILLO ZONA SUR, Sur, Santa Cruz;2018;4;3;260 m2;2;150 m2;2;U$S 96.000
E2391;CASAS MINIMALISTAS ZONA OESTE;A estrenar;R17 7MO ANILLO, Oeste, Santa Cruz;2019;3;2;240 m2;1;110 m2;1;U$S 79.000
719B3;CASA SOBRE AVENIDA;A estrenar;6TO ANILLO EXTERNO ZONA SUR, Sur, Santa Cruz;¡Preguntale!;3;3;210 m2;2;150 m2;1;U$S 100.000
CA143;LINDO DEPARTAMENTO EN LAS PALMAS;Excelente estado;LAS PALMAS, Oeste, Santa Cruz;¡Preguntale!;3;3;200 m2;1;200 m2;2;U$S 221.000
68792;EL CASADO,DEPARTAMENTO QUIERE EN 2DO ANILLO , RESIDENCIAS SUR;A estrenar;Sur, Santa Cruz;2018;2;2;79 m2;1;79 m2;¡Preguntale!;U$S 72.000
2C2E9;CASAS TIPO CHALET;A estrenar;8VO ANILLO BARRIO EL FUERTE, Sur, Santa Cruz;2018;2;1;400 m2;1;85 m2;¡Preguntale!;U$S 70.000
E96D9;casa para empresa en EXCELENTE UBICACION CRUCEÑA;Excelente estado;AV PARAGUA, Este, Santa Cruz;2015;5;3;1.000 m2;1;893 m2;3;U$S 430.000
F93BE;CASA RESIDENCIAL EN ZONA NORTE;Excelente estado;2do anillo zona del Cristo, Norte, Santa Cruz;¡Preguntale!;4;3;360 m2;2;300 m2;2;U$S 365.000
9791F;VIVIENDA FAMILIAR;Excelente estado;PLAN 3000 MERCADO LOS POCITOS, Este, Santa Cruz;¡Preguntale!;5;3;400 m2;2;200 m2;3;U$S 170.000
H93546;I-201 245 CASA EN URBANIZACIÓN PALOS VERDES;Excelente estado;Norte, Santa Cruz;¡Preguntale!;3;3;210 m2;2;220 m2;2;U$S 145.000
HDE30F;Amplia Casa en Esquina - Condominio Fontana Riviera 1;Excelente estado;Km 8 y medio entre Av. G77 y Avenida Internacional, Norte, Santa Cruz;2018;4;3;371 m2;1;149 m2;2;U$S 136.000
P9BD1F;En CONDOMINIO TERRANOVA en 7mo. anillo Norte vendo casa;Excelente estado;Septimo anillo Norte, Remanso, Santa Cruz;¡Preguntale!;3;3;180 m2;2;250 m2;2;U$S 141.000
A85C08;En Venta! Hermosas Casas gemelas en Zona Norte;A estrenar;Av. Alemana 5to Anillo, Norte, Santa Cruz;2022;4;3;180 m2;2;200 m2;2;U$S 139.500
Y34252;DEPARTAMENTO EN VENTA;A estrenar;Santa Cruz, Av. Santos Dumont, Sur, Santa Cruz;2022;1;1;45 m2;1;45 m2;1;U$S 34.000
F9083A;CASA EN VENTA;Excelente estado;Santa Cruz, Av. Paragua , Norte, Santa Cruz;¡Preguntale!;4;3;250 m2;2;361 m2;3;U$S 257.000
LBB3D4;CASAS A CREDITO DIRECTO;A estrenar;KM 10 VIRGEN DE COTOCA, Este, Santa Cruz;¡Preguntale!;2;1;210 m2;1;60 m2;1;U$S 36.000
S77247;Casa en venta en condomimio exclusivo Barrio Norte.;Excelente estado;av banzer entre 4to y 5to anillo, Norte, Santa Cruz;2019;4;3;270 m2;2;500 m2;3;U$S 550.000
QB9F55;CASA EN VENTA EN COCHABAMBA;Excelente estado;Pacata, Cochabamba;¡Preguntale!;4;3;347 m2;2;420 m2;3;U$S 224.000
F4F602;CASA EN ZONA ESTE;A estrenar;KM 10 VIRGEN DE COTOCA, Este, Santa Cruz;2022;3;2;240 m2;1;120 m2;2;U$S 58.000
NADE1B;Hermosa casa amplia en venta en el Urubó Golf;Excelente estado;a 5 minutos del puente, Urubó, Santa Cruz;2013;5;3;1.282 m2;1;518 m2;3;U$S 680.000
Z363A2;Casa en venta;A estrenar;Av. G-77, Norte, Santa Cruz;¡Preguntale!;3;1;300 m2;1;104 m2;1;U$S 73.000
TBFAE4;casa en venta centro de santa cruz;Buen estado;calle 24 de septiembre, Centro, Santa Cruz;¡Preguntale!;5;3;412 m2;2;560 m2;¡Preguntale!;U$S 350.000
O24256;Casa zona Satélite Norte;Excelente estado;Urb. Integración del Norte MZ 10 lote 16, detrás del mercado Monumental (zona Satélite Norte), Norte, Santa Cruz;2020;3;1;300 m2;1;120 m2;1;U$S 45.000
MA7C17;Casa en venta zona Av La Barranca;Buen estado;calle 1 pajonal, Sur, Santa Cruz;12;5;3;634 m2;2;541 m2;3;U$S 355.000
S882FA;URB LA TRANQUERA II, CASA EN VENTA;A estrenar;URB. LA TRANQUERA II, Este, Santa Cruz;2020;3;2;298 m2;1;115 m2;2;U$S 57.000
J575A1;CASA EN VENTA, IRPAVI CALLE 4;Excelente estado;Calle 4 de Irpavi, Irpavi, La Paz;¡Preguntale!;4;3;760 m2;1;512 m2;3;U$S 539.000
A66FF8;HERMOSA CASA EN VENTA CHILIMARCA;Excelente estado;Tiquipaya, Cochabamba;2013;5;3;1.203 m2;2;592 m2;3;U$S 690.000
A2BCD8;CASA EN VENTA EN CONDOMINIO Zona Norte km9;Buen estado;km9 a 1 cuadra de la Banzer, Norte, Santa Cruz;2002;3;3;266 m2;2;180 m2;3;U$S 160.000
